%time,field.transforms0.header.seq,field.transforms0.header.stamp,field.transforms0.header.frame_id,field.transforms0.child_frame_id,field.transforms0.transform.translation.x,field.transforms0.transform.translation.y,field.transforms0.transform.translation.z,field.transforms0.transform.rotation.x,field.transforms0.transform.rotation.y,field.transforms0.transform.rotation.z,field.transforms0.transform.rotation.w
1528473244841786218,0,1528473244841378691,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473244899609531,0,1528473244899233241,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473244921736207,0,1528473244921334855,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473244979626009,0,1528473244979239486,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473245001676745,0,1528473245001288878,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473245062481114,0,1528473245061379042,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473245121365517,0,1528473245121077827,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473245181593178,0,1528473245181263004,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473245239078897,0,1528473245238916689,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473245261707362,0,1528473245261215685,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473245321321694,0,1528473245320919700,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473245381336138,0,1528473245380912924,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473245440327386,0,1528473245439939158,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473245498315981,0,1528473245497883090,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473245521202173,0,1528473245520837475,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473245580074509,0,1528473245579745420,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473245638024793,0,1528473245637682907,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473245660352008,0,1528473245659923121,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473245720179925,0,1528473245719769436,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473245778066529,0,1528473245777697642,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473245800279295,0,1528473245799805003,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473245860067806,0,1528473245859655994,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473245920210921,0,1528473245919803780,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473245979963530,0,1528473245979638278,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473246040117561,0,1528473246039652596,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
